LEMMA,Võtmesus,P-väärtus,Fookus suhteline sagedus,Referents suhteline sagedus
valeuudine,85.11012830570517,2.822013084409813e-20,0.004594180704441042,0.0
roonemaa,77.89276582339423,1.087890828728938e-18,0.007656967840735069,1.1641348513365348e-06
valeuudis,74.0049840491658,7.792004472760739e-18,0.007656967840735069,1.7186863623368477e-06
teabe,61.28837788647016,4.929818205463068e-15,0.004594180704441042,6.032335138743862e-08
allikapesu,56.740085537136785,4.973922954745759e-14,0.0030627871362940277,0.0
klaassen,45.781827663580984,1.3218410977189433e-11,0.004594180704441042,8.19127613576798e-07
valeinfo,36.163593100585956,1.8142853293732827e-09,0.004594180704441042,4.078705197319096e-06
termin,35.475948915935476,2.5821934285863226e-09,0.006125574272588055,2.6843891367410184e-05
silverman,35.28793369934344,2.8438855393646614e-09,0.0030627871362940277,1.6509548800772675e-07
uudis,35.02501756954024,3.2549634668029275e-09,0.009188361408882083,0.000186270042649128
levima,29.88868587807241,4.575751686318497e-08,0.006125574272588055,5.4214818331152725e-05
tekstidautoristsandrane,28.370042768568393,1.00203968208689e-07,0.0015313935681470138,0.0
valeuut,28.370042768568393,1.00203968208689e-07,0.0015313935681470138,0.0
välissõjaväeluure,28.370042768568393,1.00203968208689e-07,0.0015313935681470138,0.0
sõde,28.370042768568393,1.00203968208689e-07,0.0015313935681470138,0.0
libauut,28.370042768568393,1.00203968208689e-07,0.0015313935681470138,0.0
smarted,28.370042768568393,1.00203968208689e-07,0.0015313935681470138,0.0
desinformatsioonivõte,28.370042768568393,1.00203968208689e-07,0.0015313935681470138,0.0
erukinder,28.370042768568393,1.00203968208689e-07,0.0015313935681470138,0.0
lugemino,28.370042768568393,1.00203968208689e-07,0.0015313935681470138,0.0
ajakirjanik,25.375640337246384,4.7183886372286176e-07,0.006125574272588055,9.595857749126025e-05
avaldamine,23.886073563571934,1.0220849141444043e-06,0.004594180704441042,3.1766065179743114e-05
näiteks,23.56934180697999,1.2049210021614987e-06,0.007656967840735069,0.00027659420745991943
eesti,21.95056777752852,2.797641209448281e-06,0.018376722817764167,0.003229060317766715
halvustama,21.715781201057723,3.161795174769547e-06,0.0030627871362940277,4.950748031411191e-06
ajakirjandus,21.23204811841876,4.069035570454888e-06,0.004594180704441042,4.963236023452801e-05
misinformation,20.88873042213793,4.867498840933787e-06,0.0015313935681470138,1.587456615458911e-08
reklaamlugu,19.67037589922662,9.201685126103073e-06,0.0015313935681470138,2.963252348856634e-08
sensatsioonilisus,19.231091879065314,1.158117315015941e-05,0.0015313935681470138,3.7040654360707925e-08
sõtluma,19.068835031174412,1.2608715912846062e-05,0.0015313935681470138,4.0215567591625745e-08
vabaühing,18.91876097046706,1.3640461023719736e-05,0.0015313935681470138,4.3390480822543565e-08
ingl,18.63679674916362,1.5813862976208837e-05,0.0030627871362940277,1.0711098936706426e-05
disinformation,18.337379799783008,1.850406498554665e-05,0.0015313935681470138,5.8206742566826736e-08
kvaliteetmeedia,18.164861734781436,2.025822802227289e-05,0.0015313935681470138,6.349826461835644e-08
luureanalüütik,17.3594776350068,3.093517066306289e-05,0.0015313935681470138,9.524739692753465e-08
tennus,17.110466082053115,3.5267420952247845e-05,0.0015313935681470138,1.0794704985120595e-07
kodanikuorganisatsioon,16.837333848321055,4.072421247714083e-05,0.0015313935681470138,1.2382161600579505e-07
rooda,16.057929449243083,6.143382391126341e-05,0.0015313935681470138,1.8308666298292773e-07
veenma,15.996905941746343,6.344608842041299e-05,0.0030627871362940277,2.0792506749280816e-05
venemaa,15.826194519494406,6.943457565925221e-05,0.006125574272588055,0.0003288606873716989
ülikool,15.765159446688793,7.171099320371468e-05,0.006125574272588055,0.00033152338126802867
uudismeedia,15.578553164678846,7.914726564522793e-05,0.0015313935681470138,2.3282697026730694e-07
kommunikatsioon,15.343955631828859,8.960714517322916e-05,0.0030627871362940277,2.450927183827528e-05
päevaleht,15.06951726567903,0.00010362320388989018,0.0030627871362940277,2.6264998854972836e-05
meediatarbija,14.793634232154874,0.00011993969492471496,0.0015313935681470138,3.4500723775973665e-07
meediasisu,14.640428709790157,0.0001300936135064542,0.0015313935681470138,3.7252315242769113e-07
refereerimine,14.617866988201047,0.0001316603513874292,0.0015313935681470138,3.7675637006891487e-07
meediapädevus,13.227863788652602,0.0002758179822616183,0.0015313935681470138,7.556293489584416e-07
usaldusväärne,12.91566812675583,0.0003258430751900531,0.0030627871362940277,4.5282729108170585e-05
süüria,12.825993645196009,0.0003418369216572998,0.0030627871362940277,4.632515895232194e-05
kodanikuaktiivsus,12.603442328927905,0.00038503698414341005,0.0015313935681470138,1.032905104458598e-06
tööpraktika,12.585106014092434,0.00038883297759453015,0.0015313935681470138,1.0424298441513515e-06
keeleruum,12.54694015630935,0.0003968556062019357,0.0015313935681470138,1.0625376279471643e-06
ähvardavalt,12.50948997233543,0.0004048901193358354,0.0015313935681470138,1.0826454117429772e-06
selgitus,12.03342239260138,0.0005225504273052136,0.0030627871362940277,5.66679679542419e-05
lisakaitse,11.99882316185177,0.0005323415580941099,0.0015313935681470138,1.3980201260141475e-06
gru,11.85166588805743,0.0005760978654203165,0.0015313935681470138,1.5049088714550476e-06
väärarusaam,11.816856353380553,0.0005869688050551653,0.0015313935681470138,1.5313664817126962e-06
tõsiseltvõetavus,11.78671820656693,0.0005965480673822374,0.0015313935681470138,1.5546491787394267e-06
ühendriik,11.743227460592976,0.0006106503776186783,0.0030627871362940277,6.101865738500962e-05
desinformatsioon,11.713305660673559,0.0006205478653231725,0.0015313935681470138,1.6128559213062536e-06
kommunikatsioonispetsialist,11.648832217460638,0.0006424285135089137,0.0015313935681470138,1.6657711418215506e-06
ebausaldusväärne,11.60490897069717,0.0006577796535629916,0.0015313935681470138,1.7028117961822585e-06
noor,11.489070845509675,0.0007000662542323847,0.006125574272588055,0.0005901867371041345
rõhumine,11.335915850468483,0.0007602233232340239,0.0015313935681470138,1.9483384193732368e-06
ühiskonnateadus,11.175500319957187,0.0008288454161569924,0.0015313935681470138,2.1113172985603516e-06
umbusk,11.14372682494279,0.0008431632287896568,0.0015313935681470138,2.1451830396901415e-06
ekspert,11.123427739404844,0.0008524410464027811,0.0030627871362940277,7.148952122057659e-05
holger,10.9820195634586,0.0009200011848949292,0.0015313935681470138,2.3261530938524576e-06
arenenum,10.980203732456738,0.0009209030555577669,0.0015313935681470138,2.3282697026730695e-06
rahvuskonservatiiv,10.871593609980291,0.0009765046833510349,0.0015313935681470138,2.4584411451407e-06
bakalaureusetöö,10.826558567930629,0.00100054434892227,0.0015313935681470138,2.514531278886915e-06
eriala,10.751848880851163,0.0010417519228951158,0.0030627871362940277,7.86320176857314e-05
bakalaureuseõpe,10.709100640247973,0.0010660983859128235,0.0015313935681470138,2.66692711397097e-06
fake,10.676106590066333,0.001085282447686131,0.0015313935681470138,2.7113758992038198e-06
magistrant,10.624578453983547,0.0011159440468837965,0.0015313935681470138,2.782282294694318e-06
tartu,10.619349672885678,0.0011191039813280546,0.006125574272588055,0.0006661804018949732
naeruvääristama,10.487434382955763,0.001201891518708625,0.0015313935681470138,2.980185219421529e-06
kippuma,10.139960895528471,0.0014508924119811162,0.0030627871362940277,9.20312098246149e-05
paljusus,10.036532181481332,0.0015346584277488935,0.0015313935681470138,3.7358145683799703e-06
päevakajaline,9.990172243687283,0.0015737788302356583,0.0015313935681470138,3.8236538344353634e-06
peavoolumeedia,9.86189396874628,0.001687373072646986,0.0015313935681470138,4.077646892908789e-06
craig,9.824461629937039,0.001722060994781702,0.0015313935681470138,4.154903114861123e-06
tekkepõhjus,9.806257996320381,0.0017391902542616044,0.0015313935681470138,4.193002073632137e-06
südameasi,9.686135702476145,0.001856635940302727,0.0015313935681470138,4.453344958567399e-06
sputnik,9.600351626360048,0.0019454011303224937,0.0015313935681470138,4.649131274473997e-06
meediaväljaanne,9.576442692140514,0.0019708991526586166,0.0015313935681470138,4.7052214082202125e-06
rahastatav,9.561254930040366,0.001987272074272659,0.0015313935681470138,4.741203758170614e-06
vastandumine,9.513332706988871,0.002039843567482662,0.0015313935681470138,4.856558938893961e-06
provokatsioon,9.484439295990548,0.0020722193559163885,0.0015313935681470138,4.9274653343844594e-06
allikas,9.468169203412065,0.0020906792310931605,0.0030627871362940277,0.00010948370785497018
soovitama,9.459832584144781,0.002100202397126788,0.004594180704441042,0.00037935662400503657
intervjueerima,9.391598726684425,0.002179820333489279,0.0015313935681470138,5.162408913472379e-06
meedia,9.285962456375742,0.0023091656262991347,0.0030627871362940277,0.00011478475464619263
elukutseline,9.09497878697112,0.0025631218414769457,0.0015313935681470138,5.99106126674193e-06
sõda,9.06799110071459,0.002601226846739286,0.0030627871362940277,0.0001214785300413777
maia,8.940679761629315,0.002788889150910302,0.0015313935681470138,6.473648077841439e-06
soodustav,8.937751984782512,0.002793362907087057,0.0015313935681470138,6.483172817534192e-06
villem,8.899441299930837,0.0028525792312484926,0.0015313935681470138,6.6091110423606e-06
ründamine,8.897847698403526,0.0028550698760042375,0.0015313935681470138,6.614402564412129e-06
kriitiliselt,8.745218411513376,0.003104149201444212,0.0015313935681470138,7.141438160744487e-06
inglis,8.721467952235708,0.003144847258407551,0.0015313935681470138,7.227160817979269e-06
ameerika,8.622684314867518,0.0033200222956944487,0.0030627871362940277,0.00013644930422956555
maailmapilt,8.46716412760905,0.003616147603724636,0.0015313935681470138,8.2124422239741e-06
vastaspool,8.372323984553216,0.0038097811981621143,0.0015313935681470138,8.61353959548005e-06
eksitav,8.356021048008365,0.0038441139780954346,0.0015313935681470138,8.68444599097055e-06
lääne-euroopa,8.29517361557794,0.0039750579859820605,0.0015313935681470138,8.954313615598564e-06
sõnama,8.091236221648739,0.004447981215495293,0.0030627871362940277,0.00015688092917493204
lõputöö,8.010927681442125,0.004649591283374679,0.0015313935681470138,1.0331167653406592e-05
tõlkimine,7.708377155843808,0.005496514336234725,0.0015313935681470138,1.203186284076824e-05
oskus,7.690201247344547,0.005552143614833699,0.0030627871362940277,0.0001744212664713427
seisukoht,7.630195222804458,0.005739908933990118,0.0030627871362940277,0.0001772194233321916
news,7.576421418151421,0.0059136727347093385,0.0015313935681470138,1.2859456889627485e-05
vormistamine,7.483658432722274,0.006226143992603627,0.0015313935681470138,1.3475390056425543e-05
propaganda,7.3631934146028115,0.006657245237944809,0.0015313935681470138,1.4319916975849683e-05
eurooplane,7.2616167788211445,0.00704438451846646,0.0015313935681470138,1.5073429715987512e-05
vilistlane,7.166500308747592,0.007427754129159397,0.0015313935681470138,1.5815301107611975e-05
usaldusväärsus,7.146733430722984,0.007510064966852396,0.0015313935681470138,1.597404676915787e-05
levitamine,7.058416425630691,0.007889370569441376,0.0015313935681470138,1.670321850785866e-05
peatoimetaja,7.026344971642417,0.008031912187288827,0.0015313935681470138,1.6976261045717592e-05
selguma,7.016713298480056,0.008075232425640967,0.0030627871362940277,0.00020873149545346128
välismaine,6.927536277492416,0.008487853404750393,0.0015313935681470138,1.7846187270989075e-05
presidendivalimine,6.902958711120395,0.008605322022919987,0.0015313935681470138,1.806948950156363e-05
sotsiaaldemokraat,6.822124498616804,0.009003540002180156,0.0015313935681470138,1.8824060546111766e-05
mõju,6.787855934757923,0.009178007521193382,0.0030627871362940277,0.00022198040836608136
agentuur,6.670374674764939,0.009802857823421083,0.0015313935681470138,2.032791111315651e-05
seletus,6.6052113091143125,0.010168073652346638,0.0015313935681470138,2.101051745780384e-05
võrdlemisi,6.600943695642148,0.010192473212501562,0.0015313935681470138,2.1056024547446994e-05
asjatundja,6.509161393940233,0.010732010847669348,0.0015313935681470138,2.2059297128417028e-05
traktor,6.467621273679229,0.01098574784140474,0.0015313935681470138,2.2529184286592863e-05
pressiteade,6.407111003116912,0.01136642048543434,0.0015313935681470138,2.323189841503601e-05
väärikas,6.353224958408898,0.011716811260989914,0.0015313935681470138,2.3876405800912326e-05
sõnastama,6.181721194477479,0.01290766568576447,0.0015313935681470138,2.6051221364091034e-05
kuulsus,6.162490080456093,0.013048738870387022,0.0015313935681470138,2.6307331031385074e-05
nõukogu,6.153337894995568,0.013116431996134666,0.0030627871362940277,0.0002637082929600343
põhjamaa,6.084992984227561,0.013633490860009175,0.0015313935681470138,2.7365635441691012e-05
tegelev,6.069860126156312,0.01375078497362487,0.0015313935681470138,2.75772963237522e-05
tarvitama,6.0386107897114565,0.013996293695245203,0.0015313935681470138,2.8019667567260084e-05
teadlikult,5.964989143955014,0.014592690431822946,0.0015313935681470138,2.9090671630489696e-05
venekeelne,5.931030290597254,0.014876541650409136,0.0015313935681470138,2.9598657747436547e-05
sisaldav,5.923611169698537,0.014939308786260127,0.0015313935681470138,2.9710838014928977e-05
teadlikkus,5.8323443537536805,0.015734142203147842,0.0015313935681470138,3.112684931591833e-05
tunnustatud,5.759853954133182,0.01639643466950076,0.0015313935681470138,3.2300508906947615e-05
üpris,5.348946448766308,0.020734795969877703,0.0015313935681470138,3.9864210527404174e-05
kahtlema,5.335651292656383,0.02089353186289444,0.0015313935681470138,4.013725306526311e-05
vaidlema,5.319646030886323,0.02108629437062274,0.0015313935681470138,4.046850234568886e-05
ajal,5.277136192781457,0.02160725947393656,0.0030627871362940277,0.000336146054932245
jm,5.246871796639466,0.021986262790315715,0.0015313935681470138,4.2010451871504616e-05
mihkel,5.083929576943276,0.024148579440192827,0.0015313935681470138,4.568594308849715e-05
kasutama,5.055359143219083,0.024549893566517215,0.006125574272588055,0.0015403588942870658
kanada,5.054982838585241,0.024555225261236952,0.0015313935681470138,4.637278265078571e-05
väljaanne,4.960175024087327,0.025937581950770252,0.0015313935681470138,4.869787744022786e-05
töötlemine,4.956517506296184,0.025992502765108054,0.0015313935681470138,4.8789949923924476e-05
tamm,4.9255275804087475,0.02646272093851564,0.0015313935681470138,4.9577328405192095e-05
operatsioon,4.890657865057019,0.027002395220745268,0.0015313935681470138,5.0479003762772756e-05
nähtus,4.863806158270593,0.027425767862007167,0.0015313935681470138,5.118489280444682e-05
sõna,4.861225341346164,0.027466821809314597,0.004594180704441042,0.0009179552543243977
portaal,4.779523381264466,0.028800090836966802,0.0015313935681470138,5.3467655417476736e-05
kauem,4.586230351591303,0.03222982468983962,0.0015313935681470138,5.9110534533228005e-05
professionaalne,4.5649409914506345,0.03263279844748616,0.0015313935681470138,5.9768799876438306e-05
suurbritannia,4.515548515276199,0.03358811458751575,0.0015313935681470138,6.132556566399835e-05
tööriist,4.491617750818382,0.03406143040568159,0.0015313935681470138,6.209495297029077e-05
võimatu,4.491029169085151,0.03407315914094122,0.0015313935681470138,6.211400244967627e-05
relv,4.47783559388937,0.034337179829771164,0.0015313935681470138,6.254261573585018e-05
kurss,4.402284439982618,0.035890823242787,0.0015313935681470138,6.505714701473709e-05
asjakohane,4.2771031564805035,0.03862913089783657,0.0015313935681470138,6.945863505719949e-05
otseselt,4.262817651009255,0.0389552566852622,0.0015313935681470138,6.998037913148032e-05
üheksa,4.238760917471032,0.03951099335565212,0.0015313935681470138,7.0868296531727e-05
tähtsus,4.214203013590871,0.04008689382274599,0.0015313935681470138,7.178690475987257e-05
levik,4.164775753147,0.04127287614405186,0.0015313935681470138,7.367386152344805e-05
nõustuma,4.151913690083829,0.04158749779882194,0.0015313935681470138,7.417338120511246e-05
andres,4.1460309221816205,0.04173223623707544,0.0015313935681470138,7.440303326214885e-05
instituut,4.128550084823286,0.04216546308704158,0.0015313935681470138,7.508987282443741e-05
tipp,4.113308658791917,0.042547048167789925,0.0015313935681470138,7.56941646427221e-05
tuvastama,4.109750403969932,0.04263665439804359,0.0015313935681470138,7.583597743370309e-05
sotsiaalmeedia,4.071792695990283,0.04360497361402538,0.0015313935681470138,7.736628561100549e-05
edastama,4.01739751750729,0.04503315292283942,0.0015313935681470138,7.961624078731591e-05
ajaleht,4.005190502957662,0.04536037077486835,0.0015313935681470138,8.01305767307246e-05
ajakiri,3.992469259132371,0.04570403912511136,0.0015313935681470138,8.067031197998063e-05
liit,3.919103338112762,0.047740336858232965,0.0030627871362940277,0.0004975840428979544
seletama,3.916289176986477,0.04782032521452829,0.0015313935681470138,8.398386308864854e-05
poliitik,3.914360776898816,0.04787521876398291,0.0015313935681470138,8.406958574588331e-05
äärmiselt,3.8165835356447055,0.050747614468342576,0.0015313935681470138,8.85398635750156e-05
emotsioon,3.7465630307192685,0.05291621421330247,0.0015313935681470138,9.189574686009574e-05
töötama,3.743332164201769,0.053018614519000785,0.0030627871362940277,0.0005245316480975746
kiirelt,3.68857217355004,0.05478649714085778,0.0015313935681470138,9.477750976935882e-05
eelistama,3.633953643136702,0.05661218012433412,0.0015313935681470138,9.757989984784895e-05
kommenteerima,3.5703778762763947,0.05881892504221734,0.0015313935681470138,0.00010095377430790429
ametlik,3.555965107852738,0.05933179580590456,0.0015313935681470138,0.00010173586126712038
tasand,3.5174896627345302,0.06072435742948196,0.0015313935681470138,0.00010385564500096318
olulisem,3.4682119895307038,0.06255889789973883,0.0015313935681470138,0.00010664004390447811
ühendama,3.458434259220051,0.06292987862278926,0.0015313935681470138,0.00010720200354635056
üha,3.3114714916948236,0.06879786260199455,0.0015313935681470138,0.0001160441368944567
viitama,3.2881989720781966,0.06977952427999613,0.0015313935681470138,0.00011751518002478195
keelama,3.2788127728417003,0.07017967854216393,0.0015313935681470138,0.00011811418032101512
leiduma,3.1570080947516583,0.07560162178468592,0.0015313935681470138,0.0001261953927981113
mõte,3.1372101607739635,0.07652459991194216,0.0030627871362940277,0.0006321876642359464
aktiivne,3.0264813869760854,0.08191548139115218,0.0015313935681470138,0.00013552963769700968
õpetama,3.0183446307015123,0.0823274616618057,0.0015313935681470138,0.00013613604612411497
teema,2.9008085943677844,0.08853513072140881,0.0030627871362940277,0.000681579789369335
